listing_id,WIC,SNAP,longitude,latitude,location_address,listing_name,fm_bool,csa_bool,om_bool,Farmer Market Type,Benefit Type,Block_FIPS,bbox,county_name,County_FIPS,State_FIPS,State_name,geometry
200836,0.0,0.0,-104.9853785,39.7233611,"455 Sherman St. #480, Denver, Colorado 80203",Kristin's Farm Stand,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,80310028025007.0,"[-104.986252, 39.722545, -104.985004, 39.724139]",Denver County,8031.0,CO,Colorado,POINT (-104.9853785 39.7233611)
200837,0.0,0.0,-121.9140073,47.6478787,"PO Box 324, Carnation, Washington 98014",Snoqualmie Valley Farmers Cooperative,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,530330325003052.0,"[-121.914272, 47.647871, -121.913095, 47.648632]",King County,53033.0,WA,Washington,POINT (-121.9140073 47.6478787)
200838,0.0,1.0,-95.4433233,29.6650135,"4030 Willowbend Blvd, Houston, Texas 77025",Plant It Forward,0.0,1.0,0.0,Community Supported Agriculture,SNAP,482014202001010.0,"[-95.445341, 29.664702, -95.43976, 29.666604]",Harris County,48201.0,TX,Texas,POINT (-95.4433233 29.6650135)
200839,0.0,1.0,-108.5739778,37.3165705,"41095 road G, Mancos, Colorado 81328",Mountain Roots Produce,0.0,1.0,0.0,Community Supported Agriculture,SNAP,80839696002015.0,"[-108.591689, 37.297499, -108.536133, 37.327192]",Montezuma County,8083.0,CO,Colorado,POINT (-108.5739778 37.3165705)
200840,0.0,0.0,-74.426802,40.4686808,"112 Ryders Lane , New Brunswick , New Jersey 08901",Rutgers Gardens Student Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,340230062061001.0,"[-74.426977, 40.467261, -74.415197, 40.478584]",Middlesex County,34023.0,NJ,New Jersey,POINT (-74.426802 40.4686808)
200841,0.0,1.0,-87.3907438,30.923979,"3030 Purdue Road, McDavid, Florida 32568",Aliff Acres,0.0,1.0,0.0,Community Supported Agriculture,SNAP,120330039001030.0,"[-87.391428, 30.921565, -87.38698, 30.928883]",Escambia County,12033.0,FL,Florida,POINT (-87.3907438 30.923979)
200842,0.0,0.0,-122.9070339,44.5365119,", Lebanon , Oregon 97322",Taste of Summer Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,410430308023049.0,"[-122.907143, 44.536418, -122.905639, 44.537324]",Linn County,41043.0,OR,Oregon,POINT (-122.9070339 44.5365119)
200843,0.0,0.0,-94.3318616,40.2130749,"3478 State Highway 85, Albany, Missouri 64402",Pioneering Farms LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,290759601001133.0,"[-94.332059, 40.19744, -94.282765, 40.227458]",Gentry County,29075.0,MO,Missouri,POINT (-94.3318616 40.2130749)
200845,0.0,1.0,-118.0508892,47.7439171,"32280 Mill Canyon Rd N, Davenport, Washington 99122",Tolstoy Farms,0.0,1.0,0.0,Community Supported Agriculture,SNAP,530439602001063.0,"[-118.062999, 47.729506, -118.003779, 47.791249]",Lincoln County,53043.0,WA,Washington,POINT (-118.0508892 47.7439171)
200846,0.0,0.0,-86.3963034,34.7513679,"1259 Salty Bottom Rd, Gurley, Alabama 35748","Duncan Farms, LLC",0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,10890102001030.0,"[-86.401311, 34.741649, -86.387696, 34.759663]",Madison County,1089.0,AL,Alabama,POINT (-86.3963034 34.7513679)
200847,0.0,0.0,-71.9217185,42.3659492,"106 Bond Rd, Holden, Massachusetts 01503",Lilac Hedge Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,250277281003000.0,"[-71.928111, 42.354179, -71.885086, 42.371687]",Worcester County,25027.0,MA,Massachusetts,POINT (-71.9217185 42.3659492)
200848,0.0,0.0,-84.4843799,42.6740583,"3291 College Rd., Holt , Michigan 48842",MSU Student Organic Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260659800001108.0,"[-84.492757, 42.669369, -84.483945, 42.677549]",Ingham County,26065.0,MI,Michigan,POINT (-84.4843799 42.6740583)
200849,0.0,0.0,-97.1146141,33.0199199,"5412 Lake Victoria Ct, FLOWER MOUND, Texas 75022",Sapling Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,481210217502026.0,"[-97.127123, 32.999147, -97.10541, 33.021341]",Denton County,48121.0,TX,Texas,POINT (-97.1146141 33.0199199)
200850,0.0,0.0,-79.176008,36.186168,"5925 Oakley Rd., Cedar Grove, North Carolina 27231",Elysian Fields Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,371350108041042.0,"[-79.181685, 36.18113, -79.167503, 36.190195]",Orange County,37135.0,NC,North Carolina,POINT (-79.176008 36.186168)
200851,0.0,0.0,-97.0570879,35.600254,"970511 S. 3340 Rd, Wellston , Oklahoma 74881",Harmony Homestead Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,400819613001079.0,"[-97.070656, 35.593584, -97.052445, 35.623086]",Lincoln County,40081.0,OK,Oklahoma,POINT (-97.0570879 35.600254)
200852,0.0,1.0,-71.3295735,42.4079998,"208 South Great Rd, Lincoln, Massachusetts 01773",Drumlin Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,SNAP,250173603003011.0,"[-71.338806, 42.399995, -71.320249, 42.410752]",Middlesex County,25017.0,MA,Massachusetts,POINT (-71.3295735 42.4079998)
200853,0.0,1.0,-87.9061,41.275889,"10769 N 1500W Rd, Manteno, Illinois 60950",3 Winds Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,170910102011023.0,"[-87.906891, 41.264748, -87.896824, 41.279426]",Kankakee County,17091.0,IL,Illinois,POINT (-87.9061 41.275889)
200854,0.0,0.0,-87.468349,41.4325502,"10255 Wicker Ave, St. John , Indiana 46373",Farm to Table CSA at Alsip Home & Nursery,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,180890429031002.0,"[-87.470033, 41.432083, -87.465763, 41.435258]",Lake County,18089.0,IN,Indiana,POINT (-87.468349 41.4325502)
200855,0.0,0.0,-82.0873181,29.5919136,", Hawthorne , Florida 23640","Griffin Organic Poultry, LLC",0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,120010020023074.0,"[-82.087395, 29.590658, -82.086541, 29.592121]",Alachua County,12001.0,FL,Florida,POINT (-82.0873181 29.5919136)
200856,0.0,1.0,-74.8211265,39.236261,"830 Washington Ave, Woodbine, New Jersey 08270",Peddler Farms C.S.A. & Buyers Club,0.0,1.0,0.0,Community Supported Agriculture,SNAP,340090205001009.0,"[-74.835465, 39.234028, -74.819968, 39.244008]",Cape May County,34009.0,NJ,New Jersey,POINT (-74.8211265 39.236261)
200857,0.0,0.0,-90.1868139,46.5426004,"E4512 Orchard Road , Ironwood , Michigan 49938",Taiga Farm & Vineyards,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260539507002004.0,"[-90.197854, 46.535247, -90.176876, 46.542769]",Gogebic County,26053.0,MI,Michigan,POINT (-90.1868139 46.5426004)
200858,0.0,0.0,-116.1757309,48.1452051,"PO Box 94, Clark Fork, Idaho 83811",Moose Meadow Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,160179501002011.0,"[-116.177102, 48.144682, -116.175039, 48.145992]",Bonner County,16017.0,ID,Idaho,POINT (-116.1757309 48.1452051)
200859,0.0,0.0,-119.7265914,34.4255894,"649 Pilgrim Terrace Drive, Santa Barbara , California 93101",The Terrace Urban Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,60830013071001.0,"[-119.728254, 34.424619, -119.726071, 34.426427]",Santa Barbara County,6083.0,CA,California,POINT (-119.7265914 34.4255894)
200860,0.0,0.0,-83.803247,44.2325868,"2073 S M 65, Whittemore, Michigan 48770",Frontier Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260690007001058.0,"[-83.803931, 44.232556, -83.803144, 44.23373]",Iosco County,26069.0,MI,Michigan,POINT (-83.803247 44.2325868)
200861,0.0,1.0,-71.1106344,42.2062722,"11 Blue Hill River Road, CANTON, Massachusetts 02021",Brookwood Community Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,250214153002009.0,"[-71.11976, 42.203301, -71.105846, 42.20832]",Norfolk County,25021.0,MA,Massachusetts,POINT (-71.1106344 42.2062722)
200862,0.0,0.0,-90.1587704,30.4698921,"71429 Seeger Rd., Covington, Louisiana 70433",Tomkins Farms CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,221030404011015.0,"[-90.183579, 30.466849, -90.148209, 30.482497]",St. Tammany Parish,22103.0,LA,Louisiana,POINT (-90.1587704 30.4698921)
200863,0.0,0.0,-79.037336,38.4097325,"7404 Spring Creek rd, Bridgewater , Virginia 22812",Spring Creek Produce,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,511650112002039.0,"[-79.041343, 38.402453, -79.028605, 38.413821]",Rockingham County,51165.0,VA,Virginia,POINT (-79.037336 38.4097325)
200864,0.0,1.0,-85.8902943,37.6016429,"1521 Glendale Hodgenville Rd W, Glendale, Kentucky 42740",Modern Heritage Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,210930016031036.0,"[-85.90452, 37.573594, -85.868869, 37.602001]",Hardin County,21093.0,KY,Kentucky,POINT (-85.8902943 37.6016429)
200865,0.0,0.0,-71.9911709,41.7267201,"289 North Society Rd, Canterbury , Connecticut 06331",Russo's Roots LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,90159061004007.0,"[-71.994142, 41.705286, -71.963749, 41.74168]",Windham County,9015.0,CT,Connecticut,POINT (-71.9911709 41.7267201)
200866,0.0,0.0,-77.3994121,37.4637611,"7356 Osborne Tpke, Richmond, Virginia 23231",Farm & Forage CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,510872016024009.0,"[-77.402371, 37.462779, -77.398149, 37.465261]",Henrico County,51087.0,VA,Virginia,POINT (-77.3994121 37.4637611)
200867,0.0,0.0,-83.544385,42.921233,"8254 Burpee Rd, Grand blanc, Michigan 48439",The Feminine Farmer,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260490134014006.0,"[-83.570744, 42.910332, -83.533242, 42.925213]",Genesee County,26049.0,MI,Michigan,POINT (-83.544385 42.921233)
200868,0.0,1.0,-82.3040842,28.0212441,"11461 Pruett Road, Seffner, Florida 33584",Ital Life Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,120570103052007.0,"[-82.310761, 28.01061, -82.302479, 28.021588]",Hillsborough County,12057.0,FL,Florida,POINT (-82.3040842 28.0212441)
200869,0.0,0.0,-103.2952573,43.8373079,"24624 Bridle Rein Dr, Hermosa, South Dakota 57744",Tobias Garden LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,460339651001057.0,"[-103.330611, 43.817685, -103.281115, 43.846697]",Custer County,46033.0,SD,South Dakota,POINT (-103.2952573 43.8373079)
200870,0.0,0.0,-123.3459621,44.2196354,"25362 High Pass Rd, Junction City, Oregon 97448",Deck Family Farm - Full Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,410390004022025.0,"[-123.348287, 44.200963, -123.320109, 44.223185]",Lane County,41039.0,OR,Oregon,POINT (-123.3459621 44.2196354)
200871,0.0,0.0,-91.5345776,41.7548329,"4065 245th St NE, Solon, Iowa 52333",Wild Woods Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,191030101004014.0,"[-91.566369, 41.727375, -91.514355, 41.77412]",Johnson County,19103.0,IA,Iowa,POINT (-91.5345776 41.7548329)
200872,0.0,0.0,-71.6733807,42.4564599,"769 Main Street, Box 112, LANCASTER, Massachusetts 01523",Flats Mentor Farm  World Farmers CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,250277131001049.0,"[-71.673752, 42.456214, -71.671973, 42.457055]",Worcester County,25027.0,MA,Massachusetts,POINT (-71.6733807 42.4564599)
200874,0.0,0.0,-80.6645117,36.3344105,"769 Bray Ford Rd, Dobson, North Carolina 27017",The Farm Dobson,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,371719311022001.0,"[-80.68079, 36.324451, -80.661754, 36.335282]",Surry County,37171.0,NC,North Carolina,POINT (-80.6645117 36.3344105)
200875,0.0,1.0,-86.317753,35.823789,"600 Murfreesboro Street, Murfreesboro , Tennessee 37127",Out The Mud Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,471490412021002.0,"[-86.3308, 35.809121, -86.306517, 35.826955]",Rutherford County,47149.0,TN,Tennessee,POINT (-86.317753 35.823789)
200876,0.0,0.0,-76.861989,39.148883,"10151 Gorman Rd, Laurel, Maryland 20723",Gorman Farms / CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,240276068071019.0,"[-76.867394, 39.14511, -76.854779, 39.151738]",Howard County,24027.0,MD,Maryland,POINT (-76.861989 39.148883)
200877,0.0,0.0,-85.9978447,41.6248541,"27751 CR 26, Elkhart, Indiana 46517",Bushelcraft Farm Corporation,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,180390022013022.0,"[-86.002617, 41.623326, -85.994182, 41.633237]",Elkhart County,18039.0,IN,Indiana,POINT (-85.9978447 41.6248541)
200878,0.0,0.0,-90.051661,35.145209,"130 Madison Avenue, Memphis, Tennessee 38103",Memphis Maker Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,471570042001033.0,"[-90.052165, 35.14487, -90.051338, 35.145519]",Shelby County,47157.0,TN,Tennessee,POINT (-90.051661 35.145209)
200879,0.0,0.0,-96.1103674,46.286442,"23064 Highway 1, Fergus Falls, Minnesota 56537",Meadow Farm Foods CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,271119609006031.0,"[-96.112995, 46.28356, -96.103495, 46.288541]",Otter Tail County,27111.0,MN,Minnesota,POINT (-96.1103674 46.286442)
200880,0.0,0.0,-117.0863495,32.6659467,"1430 E 24th St, National City, California 91950",W.D. Dickinson - Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,60730121011000.0,"[-117.088601, 32.660845, -117.084206, 32.672202]",San Diego County,6073.0,CA,California,POINT (-117.0863495 32.6659467)
200881,0.0,0.0,-83.1548546,41.2928034,"3212 Darr Road, Fremont, Ohio 43420",Wayward Seed Farm CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,391439612004019.0,"[-83.159035, 41.291607, -83.154001, 41.308331]",Sandusky County,39143.0,OH,Ohio,POINT (-83.1548546 41.2928034)
200882,0.0,1.0,-122.7717259,38.5117025,"651 Airport Blvd, Santa Rosa, California 95403",Tierra Vegetables,0.0,1.0,0.0,Community Supported Agriculture,SNAP,60971527015012.0,"[-122.782123, 38.511154, -122.769848, 38.518151]",Sonoma County,6097.0,CA,California,POINT (-122.7717259 38.5117025)
200883,0.0,0.0,-106.3360547,42.8352234,"1510 S Cedar St, Casper , Wyoming 82601",Fresh Foods Wyoming L3C,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,560250007003017.0,"[-106.33641, 42.83347, -106.33576, 42.835663]",Natrona County,56025.0,WY,Wyoming,POINT (-106.3360547 42.8352234)
200884,0.0,0.0,-85.2948935,44.2019039,"3234 S. LaChance Rd, Lake City, Michigan 49651",3rd Day Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,261139603003031.0,"[-85.299681, 44.193826, -85.294618, 44.208336]",Missaukee County,26113.0,MI,Michigan,POINT (-85.2948935 44.2019039)
200885,0.0,0.0,-74.0035116,40.7062376,"91 South St., New York , New York 10038",Fulton Stall Market CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,360610015026001.0,"[-74.004558, 40.705793, -74.003137, 40.706957]",New York County,36061.0,NY,New York,POINT (-74.0035116 40.7062376)
200886,0.0,0.0,-93.7379711,36.4011825,", Eureka Springs, Arkansas 72632",Sycamore Bend Farm Weekly Vegetable Share,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,50159501002031.0,"[-93.740805, 36.399396, -93.735765, 36.402655]",Carroll County,5015.0,AR,Arkansas,POINT (-93.7379711 36.4011825)
200887,0.0,1.0,-86.4256722,39.2215234,"4781 N MOUNT GILEAD RD, BLOOMINGTON, Indiana 47408",Sobremesa Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,181050014031000.0,"[-86.463357, 39.191567, -86.423277, 39.230916]",Monroe County,18105.0,IN,Indiana,POINT (-86.4256722 39.2215234)
200888,0.0,0.0,-81.056878,28.137989,"9420 Atlanta dr, Saint cloud, Florida 34773",McCauleys Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,120970438023018.0,"[-81.060867, 28.136712, -81.053616, 28.138505]",Osceola County,12097.0,FL,Florida,POINT (-81.056878 28.137989)
200889,0.0,0.0,-73.9234619,40.7643574,", Astoria, New York",Queens Farms LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,360810063001002.0,"[-73.924253, 40.764348, -73.922741, 40.765604]",Queens County,36081.0,NY,New York,POINT (-73.9234619 40.7643574)
200890,0.0,0.0,-86.576489,39.249512,"3330 W MAPLE GROVE RD, BLOOMINGTON, Indiana 47404",Maple Valley Farm and Harvest Partners LP,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,181050013033000.0,"[-86.585387, 39.244429, -86.573787, 39.251705]",Monroe County,18105.0,IN,Indiana,POINT (-86.576489 39.249512)
200891,0.0,1.0,-122.3901933,48.4540321,"16470 State Route 20, Mount Vernon, Washington 98273",Viva Farms,0.0,1.0,0.0,Community Supported Agriculture,SNAP,530579521003002.0,"[-122.408053, 48.448514, -122.388582, 48.455084]",Skagit County,53057.0,WA,Washington,POINT (-122.3901933 48.4540321)
200892,1.0,0.0,-117.3164947,33.2459178,"4510 N. River Rd. , Oceanside , California 92057",Community Roots Farm,0.0,1.0,0.0,Community Supported Agriculture,WIC,60730186093010.0,"[-117.318077, 33.245286, -117.315133, 33.247229]",San Diego County,6073.0,CA,California,POINT (-117.3164947 33.2459178)
200893,0.0,0.0,-88.5433829,39.1200418,"PO Box 1413, Effingham, Illinois 62401",Funkhaus Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,170499508001071.0,"[-88.544795, 39.119988, -88.543324, 39.12043]",Effingham County,17049.0,IL,Illinois,POINT (-88.5433829 39.1200418)
200894,0.0,0.0,-73.9095222,40.7817089,"2003A 26th St, Astoria, New York 11105",Queens Farms LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,360810105004001.0,"[-73.911523, 40.779635, -73.908671, 40.781884]",Queens County,36081.0,NY,New York,POINT (-73.9095222 40.7817089)
200895,0.0,1.0,-91.688474,44.8238288,"E9321 395th Ave, Elk Mound,, Wisconsin 54739",Chippewa Valley Produce,0.0,1.0,0.0,Community Supported Agriculture,SNAP,550339704002015.0,"[-91.690841, 44.813904, -91.670259, 44.831944]",Dunn County,55033.0,WI,Wisconsin,POINT (-91.688474 44.8238288)
200896,0.0,0.0,-88.1432326,41.7176414,"10s404 Knoch Knolls Rd., Naperville, Illinois 60565",Green Earth Harvest,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,171978801192039.0,"[-88.146562, 41.71492, -88.13692, 41.720319]",Will County,17197.0,IL,Illinois,POINT (-88.1432326 41.7176414)
200897,0.0,0.0,-79.1908499,36.2493046,", Prospect Hill, North Carolina 27314",Honey Bee Hills Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,370339306002036.0,"[-79.223515, 36.242428, -79.189568, 36.262925]",Caswell County,37033.0,NC,North Carolina,POINT (-79.1908499 36.2493046)
200898,0.0,1.0,-158.1553682,21.4407913,"86-660 lualualei homestead road, Wai'anae, Hawaii 96792",Kahumana Farms & Caf CSA,0.0,1.0,0.0,Community Supported Agriculture,SNAP,150030097041011.0,"[-158.157427, 21.439248, -158.149656, 21.448554]",Honolulu County,15003.0,HI,Hawaii,POINT (-158.1553682 21.4407913)
200899,0.0,0.0,-79.952714,37.3257264,"5501 Williamson Rd, Roanoke, Virginia 24012",Flip Phone Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,511610302072022.0,"[-79.95374, 37.323587, -79.949734, 37.328019]",Roanoke County,51161.0,VA,Virginia,POINT (-79.952714 37.3257264)
200900,0.0,1.0,-73.7622459,42.7350969,"103 County Route 9, Ghent, New York 12075",Ironwood Farm,0.0,1.0,0.0,Community Supported Agriculture,SNAP,360010137074000.0,"[-73.775188, 42.732313, -73.762153, 42.73777]",Albany County,36001.0,NY,New York,POINT (-73.7622459 42.7350969)
200901,0.0,0.0,-85.9632444,42.6091646,"4225 126th Ave, Allegan, Michigan 49010",Future Days Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,260050307043065.0,"[-85.977173, 42.60821, -85.951606, 42.613593]",Allegan County,26005.0,MI,Michigan,POINT (-85.9632444 42.6091646)
200902,0.0,0.0,-83.4783161,42.2171623,"11515 Wilson, Belleville, Michigan 48111",Crated Earth Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,261635884001013.0,"[-83.478646, 42.215812, -83.477334, 42.217392]",Wayne County,26163.0,MI,Michigan,POINT (-83.4783161 42.2171623)
200903,0.0,1.0,-159.4122222,22.2119444,"PO Box 1414, Kilauea, Hawaii 96754",Malama Kauai CSA,0.0,1.0,0.0,Community Supported Agriculture,SNAP,150070401051010.0,"[-159.41946, 22.20707, -159.405479, 22.223909]",Kauai County,15007.0,HI,Hawaii,POINT (-159.4122222 22.2119444)
200905,0.0,1.0,-81.5117917,36.810076,"1341 Matson Drive, Marion , Virginia 24354",Hayes Valley Farms,0.0,1.0,0.0,Community Supported Agriculture,SNAP,511730306002000.0,"[-81.549485, 36.774087, -81.464659, 36.823536]",Smyth County,51173.0,VA,Virginia,POINT (-81.5117917 36.810076)
200906,0.0,1.0,-117.2412127,48.0224009,"40415 N Madison Rd, Elk, Washington 99009",Montague Heritage Farms,0.0,1.0,0.0,Community Supported Agriculture,SNAP,530630102013027.0,"[-117.276903, 48.016427, -117.236558, 48.04071]",Spokane County,53063.0,WA,Washington,POINT (-117.2412127 48.0224009)
200907,0.0,0.0,-122.7733282,44.8401312,"7908 boedigheimer rd se, sublimity, Oregon 97385",Sublime Organics LLC,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,410470107021034.0,"[-122.77405, 44.82781, -122.75353, 44.84429]",Marion County,41047.0,OR,Oregon,POINT (-122.7733282 44.8401312)
200908,0.0,0.0,-122.4726321,45.3900817,"14900 S Stevens Rd, Oregon City, Oregon 97045",Three Goats Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,410050231001003.0,"[-122.474894, 45.38243, -122.468714, 45.391052]",Clackamas County,41005.0,OR,Oregon,POINT (-122.4726321 45.3900817)
200909,0.0,0.0,-79.153621,38.048826,"3571 Old Greenville Road, Staunton, Virginia 24401",Azul Acres LLC CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,510150710002001.0,"[-79.173237, 38.032618, -79.144979, 38.058268]",Augusta County,51015.0,VA,Virginia,POINT (-79.153621 38.048826)
200910,0.0,0.0,-74.1956682,40.163258,"21 Maxim Road, Howell, New Jersey 07731","Howell, NJ CSA",0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,340258112001031.0,"[-74.198098, 40.157533, -74.181482, 40.167089]",Monmouth County,34025.0,NJ,New Jersey,POINT (-74.1956682 40.163258)
200911,0.0,0.0,-74.1646977,40.730954,"85 Hamilton Street, Newark, New Jersey 07105",CSA Newark: A pick-up location for Circle Brook Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,340130079003002.0,"[-74.165811, 40.73004, -74.164286, 40.731268]",Essex County,34013.0,NJ,New Jersey,POINT (-74.1646977 40.730954)
200912,0.0,0.0,-74.1550306,40.546071,"81 oakdale street, Apt, Suite, Bldg. (optional), Staten Island, New York 10308",Great Kills CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,360850156011002.0,"[-74.158866, 40.544493, -74.152845, 40.549241]",Richmond County,36085.0,NY,New York,POINT (-74.1550306 40.546071)
200913,0.0,0.0,-118.2156522,33.8094588,"2851 Santa Fe, Long Beach, California 90810",Grow2Zero FARMS,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,60375726003005.0,"[-118.21767, 33.809143, -118.215435, 33.80997]",Los Angeles County,6037.0,CA,California,POINT (-118.2156522 33.8094588)
200914,0.0,0.0,-111.8389726,40.6618507,", Salt Lake City , Utah 84117",Tagge's Famous Fruit and Veggie Farms,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,490351111061002.0,"[-111.845907, 40.660901, -111.836714, 40.665042]",Salt Lake County,49035.0,UT,Utah,POINT (-111.8389726 40.6618507)
200915,0.0,0.0,-122.1717521,47.8202222,"4519 196th st SE, Bothell, Washington 98012",Reconnecting Roots Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,530610521073014.0,"[-122.175169, 47.81984, -122.17004, 47.827124]",Snohomish County,53061.0,WA,Washington,POINT (-122.1717521 47.8202222)
200916,0.0,0.0,-74.7638379,40.9884211,"141 Brighton Road, Andover borough, New Jersey 07821",West Belmar CSA- pickup location for Circle Brook Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,340373736001055.0,"[-74.764568, 40.986396, -74.748638, 41.009039]",Sussex County,34037.0,NJ,New Jersey,POINT (-74.7638379 40.9884211)
200917,0.0,0.0,-79.131777,36.0667248,"1021 DIMMOCKS MILL RD, HILLSBOROUGH, North Carolina 27278",Coon Rock Farm,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,371350110023050.0,"[-79.134687, 36.061025, -79.125068, 36.068353]",Orange County,37135.0,NC,North Carolina,POINT (-79.131777 36.0667248)
200918,0.0,0.0,-84.1990158,39.3823184,"3470 Snook Road, Morrow, Ohio 45039",Gather The Good Farm Market CSA,0.0,1.0,0.0,Community Supported Agriculture,No SNAP Benefit ; No WIC Benefit,391650321001015.0,"[-84.204501, 39.381484, -84.168568, 39.392549]",Warren County,39165.0,OH,Ohio,POINT (-84.1990158 39.3823184)
